"année";"BAP";"CORPS";"corps normalisé";"classe ";"EMPLOIS TYPES";"NATURE";"catégorie";"NOMBRE d'emplois";"source";"incomplet"
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de médiation scientifique";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur d'études";"ingénieur d’études";"nc";"Ingénieur en techniques expérimentales";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"A";"Ingénieur d'études";"ingénieur d’études";"nc";"Ingénieur en traitement de données biologiques";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur d'études";"ingénieur d’études";"nc";"Ingénieur en techniques expérimentales";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"D";"Ingénieur d'études";"ingénieur d’études";"nc";"Ingénieur d'étude en production et analyse de données";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur d'études";"ingénieur d’études";"nc";"Ingénieur en développement et déploiement d'applications";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de ressources documentaires";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de ressources documentaires";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de communication et des média";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de fabrication";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Ingénieur en technologie de la formation";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"G";"Ingénieur d'études";"ingénieur d’études";"nc";"Ingénieur maintenance et travaux immobiliers et/ou logistique";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de la coopération internationale";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de gestion administrative et d'aide au pilotage";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de gestion administrative et d'aide au pilotage";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de communication et des média";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de communication et des média";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé d'animation et d'ingénierie en formation continue";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé d'animation et d'ingénierie en formation continue";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé d'orientation et d'insertion professionnelle";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"D";"Ingénieur d'études";"ingénieur d’études";"nc";"Ingénieur d'étude en traitement et analyse de base de données";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur d'études";"ingénieur d’études";"nc";"Ingénieur en développement et déploiement d'applications";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé d'archives";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé d'archives";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de communication et des média";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de l'action culturelle";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de l'action culturelle";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Designer Arts graphiques";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé des affaires juridiques";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé d'animation et d'ingénierie en formation continue";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de ressources documentaires";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de communication et des média";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Concepteur rédacteur site WEB";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Ingénieur en technologie de la formation";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de gestion administrative et d'aide au pilotage";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de communication et des média";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé d'orientation et d'insertion professionnelle";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de communication et des média";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Ingénieur en imagerie scientifique";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Développeur multimédia WEB";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Développeur multimédia WEB";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur d'études";"ingénieur d’études";"nc";"Ingénieur en technologie de la formation";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de gestion administrative et d'aide au pilotage";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé de gestion administrative et d'aide au pilotage";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé d'animation et d'ingénierie en formation continue";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé d'animation et d'ingénierie en formation continue";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur d'études";"ingénieur d’études";"nc";"Chargé d'orientation et d'insertion professionnelle";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur d'études";"ingénieur d’études";"nc";"Administrateur systèmes informatiques, réseaux et télécommunications";"Examen professionnalisé réservé";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"G";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur du patrimoine immobilier et/ou logistique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de l'administration et du pilotage";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de la gestion des ressources humaines";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"A";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en biologie";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Architecte des systèmes d'information";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en conception et développement en expérimentation";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert systèmes informatiques, réseaux et télécommunications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de production audiovisuelle et multimédia";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de production audiovisuelle et multimédia";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en conception et développement en expérimentation";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Architecte des systèmes d'information";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert en développement et déploiement d'applications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert systèmes informatiques, réseaux et télécommunications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de l'orientation et de l'insertion professionnelle";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"A";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en analyse de données biologiques";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert systèmes informatiques, réseaux et télécommunications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable TICE";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"G";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur du patrimoine immobilier et/ou logistique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"A";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en expérimentation animale";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en conception et développement en expérimentation";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Architecte des systèmes d'information";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert en développement et déploiement d'applications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"A";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en analyse de données biologiques";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en conception et développement en expérimentation";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert en conception ou intégration d'instruments";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"G";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur du patrimoine immobilier et/ou logistique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"A";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en biologie";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert en développement et déploiement d'applications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert en développement et déploiement d'applications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"A";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur biologiste en plateforme scientifique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert en développement et déploiement d'applications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en conception et développement en expérimentation";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en conception et développement en expérimentation";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"D";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur de recherche en traitement et analyse de bases de données";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"B";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en analyse chimique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en conception et développement en expérimentation";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en conception et développement en expérimentation";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de la valorisation de la recherche";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable TICE";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"G";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en prévention des risques";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de l'administration et du pilotage";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"B";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en analyse chimique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en conception et développement en expérimentation";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert en développement et déploiement d'applications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"A";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en analyse de données biologiques";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de la gestion financière et comptable";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"A";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur biologiste en plateforme scientifique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en conception et développement en expérimentation";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert systèmes informatiques, réseaux et télécommunications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Architecte des systèmes d'information";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de la formation continue";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"A";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur biologiste en plateforme scientifique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"A";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en biologie";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Architecte des systèmes d'information";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert systèmes informatiques, réseaux et télécommunications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"A";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur biologiste en plateforme scientifique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert systèmes informatiques, réseaux et télécommunications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de l'administration et du pilotage";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"D";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur de recherche en production et analyse de données";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert systèmes informatiques, réseaux et télécommunications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Architecte des systèmes d'information";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert en développement et déploiement d'applications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"A";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en biologie";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert systèmes informatiques, réseaux et télécommunications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert systèmes informatiques, réseaux et télécommunications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en conception et développement en expérimentation";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert en conception ou intégration d'instruments";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert en calcul scientifique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable TICE";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"G";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur du patrimoine immobilier et/ou logistique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en conception et développement en expérimentation";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en conception et développement en expérimentation";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"D";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur de recherche en production et analyse de données";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Architecte des systèmes d'information";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert en calcul scientifique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de communication";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"G";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur du patrimoine immobilier et/ou logistique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de la gestion des ressources humaines";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de la valorisation de la recherche";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de l'administration et du pilotage";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert en fabrication mécanique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"A";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en analyse de données biologiques";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"B";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en sciences des matériaux/caractérisation";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"D";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur de recherche en production et analyse de données";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert systèmes informatiques, réseaux et télécommunications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert systèmes informatiques, réseaux et télécommunications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert en calcul scientifique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"B";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en sciences des matériaux/caractérisation";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"A";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur biologiste en plateforme scientifique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"C";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en conception et développement en expérimentation";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert systèmes informatiques, réseaux et télécommunications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert systèmes informatiques, réseaux et télécommunications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert en calcul scientifique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de la gestion financière et comptable";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de la valorisation de la recherche";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"B";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur en analyse de biomolécules";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Architecte des systèmes d'information";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert en calcul scientifique";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert systèmes informatiques, réseaux et télécommunications";"externe";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable des affaires juridiques";"interne";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert systèmes informatiques, réseaux et télécommunications";"interne";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de la valorisation de la recherche";"interne";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"J";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable de l'administration et du pilotage";"interne";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"D";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Ingénieur de recherche en traitement et analyse de bases de données";"interne";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"F";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Responsable TICE";"interne";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
2015;"E";"Ingénieur de recherche";"ingénieur de recherche";"nc";"Chef de projet ou expert systèmes informatiques, réseaux et télécommunications";"interne";"A";1;"fr-esr-postes_ouverts_concours_itrf.csv";
